32  row, add v1 
500 msec interval
SS vs= 1.01  t=  210
B 40726 7373  104  196
B 40736 7336  104  203
B 40746 7231  104  209
B 40756 7231  104  216
pull out 220
B 40766 7196   11  222
B 40777 7196   11  229
B 40787 7200   11  237
B 40797 7356   11  244
B 40807 7363   11  252
B 40819 7542   11  259
B 40830 7543   11  266
B 40841 7720   11  272
B 40852 7755   11  279
B 40864 7794   11  284
B 40874 7788   11  288
B 40884 7755   11  292
B 40894 7757   11  296
B 40904 7755   11  299
B 40914 7755   11  302
B 40924 7755   10  304
B 40934 7755   10  306
B 40944 7792   10  308
B 40954 7757   10  309
B 40964 7757   10  310
B 40974 7758   10  311
B 40984 7760   10  311
B 40994 7757   10  311
B 41004 7792   10  311
B 41014 7757   10  311
B 41024 7758   10  311
B 41034 7794   10  311
B 41044 7794   10  311
B 41054 7794   10  311
B 41064 7792   10  311
B 41074 7792   10  312
B 41084 7794 -102  314
B 41094 7755 -102  315
B 41104 7792 -102  316
B 41114 7762 -102  316
B 41124 7734 -102  316
B 41134 7736 -102  316
B 41144 7739 -102  316
*** amax = 316  vhit = 77
B 41154 7246  -79  315
B 41164 7393  -79  315
B 41174 7397  -79  312
B 41184 7575  -79  305
B 41194 7580  -79  297
B 41204 7583  -79  288
B 41214 7372  -79  277
B 41224 7335  -79  266
B 41234 7335  -79  254
B 41244 7301  -79  240
B 41254 7372  -79  226
B 41264 7370  -79  211
B 41274 7478  -79  195
B 41284 7514  -79  178
B 41294 7514  -79  160
B 41304 7552  -79  140
B 41314 7515  -79  120
B 41324 7517  -79  100
B 41334 7552  -79   80
B 41344 7587  -79   58
B 41354 7587  -79   36
B 41364 7590  -79   14
B 41374 7626  -79   -8
push -12 -10
push out at target
B 41384 7624   82  -25
B 41394 7626   82  -36
B 41404 7607   82  -46
B 41414 7607   82  -58
B 41424 7648   82  -67
B 41434 7583   82  -78
B 41444 7587   82  -88
B 41454 7413   82  -99
B 41464 7521   82 -109
B 41474 7523   75 -117
B 41484 7628   57 -121
B 41494 7631   23 -122
B 41504 7634    0 -122
B 41514 7283   10 -122
B 41524 7218   10 -121
B 41534 7223   10 -116
B 41544 7577   10 -110
B 41554 7720   10 -104
B 41564 7722   10  -98
B 41574 7755   10  -93
B 41584 7757   10  -88
B 41594 7758   10  -82
pb end 
B 41604 7758    0  -77
B 41614 7794    0  -73
B 41624 7792    0  -68
B 41634 7758    0  -64
B 41644 7758    0  -60
B 41654 7758    0  -56
B 41664 7794    0  -51
B 41674 7795    0  -46
B 41684 7794    0  -42
B 41694 7794    0  -37
B 41704 7792    0  -32
B 41714 7795    0  -28
B 41724 7795    0  -23
B 41734 7795    0  -19
B 41744 7795    0  -15
B 41754 7796    0  -12
B 41764 7795    0   -9
B 41774 7795    0   -7
B 41784 7795    0   -6
B 41794 7795    0   -5
B 41804 7795    0   -5
B 41814 7791    0   -5
B 41824 7792    0   -5
B 41834 7795    0   -5
B 41844 7795    0   -5
B 41854 7795    0   -5
B 41864 7795    0   -5
B 41874 7795    0   -5
B 41884 7796    0   -5
B 41894 7795    0   -5
B 41904 7794    0   -5
B 41914 7795    0   -5
B 41924 7795    0   -6
B 41934 7795    0   -7
B 41944 7795    0   -8
B 41954 7796    0   -8
B 41964 7795    0   -8
B 41974 7796    0   -8
B 41984 7796    0   -8
B 41994 7795    0   -8
B 42004 7795    0   -8
B 42014 7798    0   -8
B 42024 7795    0   -8
B 42034 7796    0   -8
B 42044 7794    0   -8
B 42054 7795    0   -8
B 42064 7795    0   -8
B 42074 7795    0   -8
B 42084 7795    0   -8
B 42094 7796    0   -8
** 42114
32_3 test-1 volt=0.79 ang= 210.0 rpm= 396 349.7 383.6 402.3 
32_3 test-2 volt=7.84 ang= 238.0 rpm= 408 369.8 398.9 406.9 
32_3 test-3 volt=7.84 ang= 235.0 rpm= 405 367.6 392.9 400.0 
32_3 test-4 volt=7.84 ang= 230.0 rpm= 411 368.1 396.9 410.6 
32_3 test-5 volt=7.84 ang= 222.0 rpm= 404 358.6 386.3 409.1 
32_3 test-6 volt=7.83 ang= 236.0 rpm= 413 373.6 406.3 421.5 
32_3 test-7 volt=7.83 ang= 235.0 rpm= 407 367.9 396.9 408.4 
32_3 test-8 volt=7.79 ang= 234.0 rpm= 405 367.3 393.6 406.7 
32_3 test-9 volt=7.79 ang= 232.0 rpm= 403 364.7 394.7 406.8 
32_3 test-10 volt=7.79 ang= 234.0 rpm= 407 365.7 392.1 411.7 
32_3 test-11 volt=7.79 ang= 220.0 rpm= 393 350.9 382.2 400.0 
32_3 test-12 volt=7.79 ang= 217.0 rpm= 394 351.0 380.7 395.8 
32_3 test-13 volt=7.79 ang= 216.0 rpm= 398 350.0 384.5 401.9 
32_3 test-14 volt=7.79 ang= 216.0 rpm= 392 345.8 376.9 397.0 
32_3 test-15 volt=7.79 ang= 208.0 rpm= 393 340.6 374.2 391.3 
32_3 test-16 volt=7.79 ang= 216.0 rpm= 393 344.8 378.4 394.3 
32_3 test-17 volt=7.78 ang= 212.0 rpm= 391 342.9 374.4 394.7 
32_3 test-18 volt=7.78 ang= 213.0 rpm= 385 337.3 370.1 383.7 
32_3 test-19 volt=7.78 ang= 205.0 rpm= 378 329.7 362.9 377.7 
32_3 test-20 volt=7.78 ang= 224.0 rpm= 382 340.2 366.0 383.3 
32_3 test-21 volt=7.78 ang= 216.0 rpm= 367 319.3 349.1 366.7 
32_3 test-22 volt=7.79 ang= 262.0 rpm= 354 329.1 345.3 348.6 
32_3 test-23 volt=7.79 ang= 255.0 rpm= 349 322.0 340.9 348.8 
32_3 test-24 volt=7.79 ang= 267.0 rpm= 346 313.6 332.3 342.4 
32_3 test-25 volt=7.79 ang= 260.0 rpm= 348 313.9 333.9 346.5 
